texto,answer,color,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,Instrucciones_texto.started,Instrucciones_texto.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,colores1.started,colores1.stopped,respuesta.keys,respuesta.corr,respuesta.rt,respuesta.started,respuesta.stopped,text_intructionses2.started,text_intructionses2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,rectangulo.started,rectangulo.stopped,respuesta_rect.keys,respuesta_rect.corr,respuesta_rect.rt,respuesta_rect.started,respuesta_rect.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,colores2.started,colores2.stopped,respuesta_mix.keys,respuesta_mix.corr,respuesta_mix.rt,respuesta_mix.started,respuesta_mix.stopped,despedida.started,despedida.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,l,"[0.004, -1, 0.004]",,,,,0,33,33,29,,,,,,,,,,,,,,,,,,,,,,,,80.00774999999999,None,['l'],0,[1.0675467999999455],79.9712902,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,l,"[0.004, -1, 0.004]",,,,,0,34,34,33,,,,,,,,,,,,,,,,,,,,,,,,81.08997529999999,None,['l'],0,[0.6882905999999593],81.05568720000008,None,,,,,,,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.76347500000008,None,space,3.477583999999979,86.74538810000001,None,,,,,,,,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
naranja,v,"[-1, 0.04, -1]",,,,,,,,,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34837890000006,None,['v'],0,[1.7328880000000026],90.29870990000006,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
verde,l,"[0.004, -1, 0.004]",,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.1168073,None,['l'],0,[0.7844829000000573],92.07029799999998,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,l,"[0.004, -1, 0.004]",,,,,,,,,0,2,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.93428620000009,None,['l'],0,[0.42070369999999],92.8897432,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
naranja,a,"[-1, -1, 1]",,,,,,,,,0,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.38496700000007,None,['a'],0,[0.6629747000000634],93.33564180000008,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
lila,n,"[1, 0.1, -1]",,,,,,,,,0,4,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06874560000006,None,['n'],0,[0.9237865000000056],94.01870370000006,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,n,"[1, 0.1, -1]",,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.02353800000003,None,['n'],0,[0.39143699999999626],94.97517479999999,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
azul,l,"[0.004, -1, 0.004]",,,,,,,,,0,6,6,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.42010100000005,None,['l'],0,[0.6839072999999871],95.3866557,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
lila,v,"[-1, 0.04, -1]",,,,,,,,,0,7,7,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.15512390000004,None,['v'],0,[1.3591856999998981],96.104692,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
verde,l,"[0.004, -1, 0.004]",,,,,,,,,0,8,8,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.53917530000001,None,['l'],0,[1.276132900000107],97.49919140000009,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
lila,v,"[-1, 0.04, -1]",,,,,,,,,0,9,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.84043070000007,None,['v'],0,[0.6646188000000848],98.79920060000006,None,,,davidson,001,2023_Nov_04_1032,stroop_task,3.2.3,60.60246118715113,
